"Indicator","Data Source","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_313020","Published","2009","Africa","Kenya","Female","
15.5
","15.5","","",""
"Children aged <5 years underweight (%)","NLIS_313020","Published","2009","Africa","Kenya","Both sexes","
16.4
","16.4","","",""
"Children aged <5 years underweight (%)","NLIS_313020","Published","2009","Africa","Kenya","Male","
17.3
","17.3","","",""
"Children aged <5 years underweight (%)","NLIS_310973","Published","1985","Western Pacific","Kiribati","Both sexes","
11.3
","11.3","","",""
"Children aged <5 years underweight (%)","NLIS_310254","Published","1984","Eastern Mediterranean","Kuwait","Both sexes","
5.6
","5.6","","",""
"Children aged <5 years underweight (%)","NLIS_311859","Published","1995","Eastern Mediterranean","Kuwait","Both sexes","
9.2
","9.2","","",""
"Children aged <5 years underweight (%)","NLIS_311840","Published","1997","Eastern Mediterranean","Kuwait","Both sexes","
1.5
","1.5","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2001","Eastern Mediterranean","Kuwait","Female","
1.9
","1.9","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2001","Eastern Mediterranean","Kuwait","Male","
2.5
","2.5","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2001","Eastern Mediterranean","Kuwait","Both sexes","
2.2
","2.2","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2002","Eastern Mediterranean","Kuwait","Male","
2.6
","2.6","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2002","Eastern Mediterranean","Kuwait","Female","
1.5
","1.5","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2002","Eastern Mediterranean","Kuwait","Both sexes","
2.1
","2.1","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2003","Eastern Mediterranean","Kuwait","Both sexes","
2.3
","2.3","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2003","Eastern Mediterranean","Kuwait","Male","
2.8
","2.8","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2003","Eastern Mediterranean","Kuwait","Female","
1.9
","1.9","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2004","Eastern Mediterranean","Kuwait","Male","
2.9
","2.9","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2004","Eastern Mediterranean","Kuwait","Female","
2.7
","2.7","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2004","Eastern Mediterranean","Kuwait","Both sexes","
2.8
","2.8","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2005","Eastern Mediterranean","Kuwait","Male","
2.9
","2.9","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2005","Eastern Mediterranean","Kuwait","Both sexes","
2.7
","2.7","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Published","2005","Eastern Mediterranean","Kuwait","Female","
2.4
","2.4","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2006","Eastern Mediterranean","Kuwait","Both sexes","
2.7
","2.7","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2006","Eastern Mediterranean","Kuwait","Female","
3.4
","3.4","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2006","Eastern Mediterranean","Kuwait","Male","
2.1
","2.1","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2007","Eastern Mediterranean","Kuwait","Female","
2.7
","2.7","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2007","Eastern Mediterranean","Kuwait","Male","
3.1
","3.1","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2007","Eastern Mediterranean","Kuwait","Both sexes","
2.9
","2.9","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2008","Eastern Mediterranean","Kuwait","Male","
2.8
","2.8","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2008","Eastern Mediterranean","Kuwait","Both sexes","
2.3
","2.3","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2008","Eastern Mediterranean","Kuwait","Female","
1.8
","1.8","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2009","Eastern Mediterranean","Kuwait","Female","
1.5
","1.5","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2009","Eastern Mediterranean","Kuwait","Both sexes","
1.7
","1.7","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Published","2009","Eastern Mediterranean","Kuwait","Male","
2.0
","2","","",""
"Children aged <5 years underweight (%)","NLIS_311841","Published","1997","Europe","Kyrgyzstan","Female","
5.6
","5.6","","",""
"Children aged <5 years underweight (%)","NLIS_311841","Published","1997","Europe","Kyrgyzstan","Male","
10.7
","10.7","","",""
"Children aged <5 years underweight (%)","NLIS_311841","Published","1997","Europe","Kyrgyzstan","Both sexes","
8.2
","8.2","","",""
"Children aged <5 years underweight (%)","NLIS_312827","Published","2006","Europe","Kyrgyzstan","Female","
2.5
","2.5","","",""
"Children aged <5 years underweight (%)","NLIS_312827","Published","2006","Europe","Kyrgyzstan","Both sexes","
2.7
","2.7","","",""
"Children aged <5 years underweight (%)","NLIS_312827","Published","2006","Europe","Kyrgyzstan","Male","
2.9
","2.9","","",""
"Children aged <5 years underweight (%)","NLIS_311522","Published","1993","Western Pacific","Lao People's Democratic Republic","Both sexes","
39.8
","39.8","","",""
"Children aged <5 years underweight (%)","NLIS_311249","Published","1994","Western Pacific","Lao People's Democratic Republic","Both sexes","
35.9
","35.9","","",""
"Children aged <5 years underweight (%)","NLIS_312355","Published","2000","Western Pacific","Lao People's Democratic Republic","Both sexes","
36.4
","36.4","","",""
"Children aged <5 years underweight (%)","NLIS_312355","Published","2000","Western Pacific","Lao People's Democratic Republic","Female","
34.5
","34.5","","",""
"Children aged <5 years underweight (%)","NLIS_312355","Published","2000","Western Pacific","Lao People's Democratic Republic","Male","
38.4
","38.4","","",""
"Children aged <5 years underweight (%)","NLIS_312921","Published","2006","Western Pacific","Lao People's Democratic Republic","Male","
32.5
","32.5","","",""
"Children aged <5 years underweight (%)","NLIS_312921","Published","2006","Western Pacific","Lao People's Democratic Republic","Female","
30.6
","30.6","","",""
"Children aged <5 years underweight (%)","NLIS_312921","Published","2006","Western Pacific","Lao People's Democratic Republic","Both sexes","
31.6
","31.6","","",""
"Children aged <5 years underweight (%)","NLIS_311660","Published","1996","Eastern Mediterranean","Lebanon","Female","
3.3
","3.3","","",""
"Children aged <5 years underweight (%)","NLIS_311660","Published","1996","Eastern Mediterranean","Lebanon","Both sexes","
3.5
","3.5","","",""
"Children aged <5 years underweight (%)","NLIS_311660","Published","1996","Eastern Mediterranean","Lebanon","Male","
3.8
","3.8","","",""
"Children aged <5 years underweight (%)","NLIS_312913","Published","2004","Eastern Mediterranean","Lebanon","Male","
5.4
","5.4","","",""
"Children aged <5 years underweight (%)","NLIS_312913","Published","2004","Eastern Mediterranean","Lebanon","Both sexes","
4.2
","4.2","","",""
"Children aged <5 years underweight (%)","NLIS_312913","Published","2004","Eastern Mediterranean","Lebanon","Female","
2.8
","2.8","","",""
"Children aged <5 years underweight (%)","NLIS_310101","Published","1976","Africa","Lesotho","Both sexes","
15.2
","15.2","","",""
"Children aged <5 years underweight (%)","NLIS_311313","Published","1992","Africa","Lesotho","Both sexes","
13.8
","13.8","","",""
"Children aged <5 years underweight (%)","NLIS_311524","Published","1993","Africa","Lesotho","Both sexes","
18.9
","18.9","","",""
"Children aged <5 years underweight (%)","NLIS_312366","Published","2000","Africa","Lesotho","Both sexes","
15.0
","15","","",""
"Children aged <5 years underweight (%)","NLIS_312366","Published","2000","Africa","Lesotho","Female","
12.6
","12.6","","",""
"Children aged <5 years underweight (%)","NLIS_312366","Published","2000","Africa","Lesotho","Male","
17.4
","17.4","","",""
"Children aged <5 years underweight (%)","NLIS_312798","Published","2005","Africa","Lesotho","Both sexes","
16.6
","16.6","","",""
"Children aged <5 years underweight (%)","NLIS_312798","Published","2005","Africa","Lesotho","Male","
17.3
","17.3","","",""
"Children aged <5 years underweight (%)","NLIS_312798","Published","2005","Africa","Lesotho","Female","
15.9
","15.9","","",""
"Children aged <5 years underweight (%)","NLIS_313098","Published","2010","Africa","Lesotho","Male","
16.0
","16","","",""
"Children aged <5 years underweight (%)","NLIS_313098","Published","2010","Africa","Lesotho","Female","
11.1
","11.1","","",""
"Children aged <5 years underweight (%)","NLIS_313098","Published","2010","Africa","Lesotho","Both sexes","
13.5
","13.5","","",""
"Children aged <5 years underweight (%)","NLIS_310005","Published","1976","Africa","Liberia","Both sexes","
17.8
","17.8","","",""
"Children aged <5 years underweight (%)","NLIS_312437","Published","2000","Africa","Liberia","Female","
17.7
","17.7","","",""
"Children aged <5 years underweight (%)","NLIS_312437","Published","2000","Africa","Liberia","Both sexes","
22.8
","22.8","","",""
"Children aged <5 years underweight (%)","NLIS_312437","Published","2000","Africa","Liberia","Male","
27.6
","27.6","","",""
"Children aged <5 years underweight (%)","NLIS_312873","Published","2007","Africa","Liberia","Female","
18.7
","18.7","","",""
"Children aged <5 years underweight (%)","NLIS_312873","Published","2007","Africa","Liberia","Both sexes","
20.4
","20.4","","",""
"Children aged <5 years underweight (%)","NLIS_312873","Published","2007","Africa","Liberia","Male","
21.9
","21.9","","",""
"Children aged <5 years underweight (%)","NLIS_311605","Published","1995","Eastern Mediterranean","Libya","Male","
4.6
","4.6","","",""
"Children aged <5 years underweight (%)","NLIS_311605","Published","1995","Eastern Mediterranean","Libya","Both sexes","
4.2
","4.2","","",""
"Children aged <5 years underweight (%)","NLIS_311605","Published","1995","Eastern Mediterranean","Libya","Female","
3.8
","3.8","","",""
"Children aged <5 years underweight (%)","NLIS_312858","Published","1995","Eastern Mediterranean","Libya","Both sexes","
4.3
","4.3","","",""
"Children aged <5 years underweight (%)","NLIS_312923","Published","2007","Eastern Mediterranean","Libya","Both sexes","
5.6
","5.6","","",""
"Children aged <5 years underweight (%)","NLIS_312923","Published","2007","Eastern Mediterranean","Libya","Female","
4.8
","4.8","","",""
"Children aged <5 years underweight (%)","NLIS_312923","Published","2007","Eastern Mediterranean","Libya","Male","
6.3
","6.3","","",""
"Children aged <5 years underweight (%)","NLIS_310119","Published","1984","Africa","Madagascar","Both sexes","
29.7
","29.7","","",""
"Children aged <5 years underweight (%)","NLIS_310878","Published","1992","Africa","Madagascar","Male","
38.3
","38.3","","",""
"Children aged <5 years underweight (%)","NLIS_310878","Published","1992","Africa","Madagascar","Both sexes","
35.5
","35.5","","",""
"Children aged <5 years underweight (%)","NLIS_310878","Published","1992","Africa","Madagascar","Female","
32.6
","32.6","","",""
"Children aged <5 years underweight (%)","NLIS_311583","Published","1994","Africa","Madagascar","Both sexes","
40.9
","40.9","","",""
"Children aged <5 years underweight (%)","NLIS_311611","Published","1995","Africa","Madagascar","Both sexes","
30.4
","30.4","","",""
"Children aged <5 years underweight (%)","NLIS_311864","Published","1997","Africa","Madagascar","Male","
39.8
","39.8","","",""
"Children aged <5 years underweight (%)","NLIS_311864","Published","1997","Africa","Madagascar","Female","
31.1
","31.1","","",""
"Children aged <5 years underweight (%)","NLIS_311864","Published","1997","Africa","Madagascar","Both sexes","
35.5
","35.5","","",""
"Children aged <5 years underweight (%)","NLIS_312673","Published","2004","Africa","Madagascar","Male","
39.2
","39.2","","",""
"Children aged <5 years underweight (%)","NLIS_312673","Published","2004","Africa","Madagascar","Female","
34.5
","34.5","","",""
"Children aged <5 years underweight (%)","NLIS_312673","Published","2004","Africa","Madagascar","Both sexes","
36.8
","36.8","","",""
"Children aged <5 years underweight (%)","NLIS_310107","Published","1981","Africa","Malawi","Both sexes","
21.1
","21.1","","",""
"Children aged <5 years underweight (%)","NLIS_311409","Published","1992","Africa","Malawi","Both sexes","
24.4
","24.4","","",""
"Children aged <5 years underweight (%)","NLIS_311409","Published","1992","Africa","Malawi","Female","
22.4
","22.4","","",""
"Children aged <5 years underweight (%)","NLIS_311409","Published","1992","Africa","Malawi","Male","
26.3
","26.3","","",""
"Children aged <5 years underweight (%)","NLIS_311700","Published","1995","Africa","Malawi","Both sexes","
26.5
","26.5","","",""
"Children aged <5 years underweight (%)","NLIS_312455","Published","1998","Africa","Malawi","Both sexes","
26.3
","26.3","","",""
"Children aged <5 years underweight (%)","NLIS_312277","Published","2000","Africa","Malawi","Both sexes","
21.5
","21.5","","",""
"Children aged <5 years underweight (%)","NLIS_312277","Published","2000","Africa","Malawi","Male","
23.0
","23","","",""
"Children aged <5 years underweight (%)","NLIS_312277","Published","2000","Africa","Malawi","Female","
20.1
","20.1","","",""
"Children aged <5 years underweight (%)","NLIS_312763","Published","2005","Africa","Malawi","Male","
19.7
","19.7","","",""
"Children aged <5 years underweight (%)","NLIS_312763","Published","2005","Africa","Malawi","Both sexes","
18.4
","18.4","","",""
"Children aged <5 years underweight (%)","NLIS_312763","Published","2005","Africa","Malawi","Female","
17.2
","17.2","","",""
"Children aged <5 years underweight (%)","NLIS_312890","Published","2006","Africa","Malawi","Male","
17.2
","17.2","","",""
"Children aged <5 years underweight (%)","NLIS_312890","Published","2006","Africa","Malawi","Female","
13.9
","13.9","","",""
"Children aged <5 years underweight (%)","NLIS_312890","Published","2006","Africa","Malawi","Both sexes","
15.5
","15.5","","",""
"Children aged <5 years underweight (%)","NLIS_313099","Published","2009","Africa","Malawi","Both sexes","
12.1
","12.1","","",""
"Children aged <5 years underweight (%)","NLIS_313099","Published","2009","Africa","Malawi","Female","
11.3
","11.3","","",""
"Children aged <5 years underweight (%)","NLIS_313099","Published","2009","Africa","Malawi","Male","
12.9
","12.9","","",""
"Children aged <5 years underweight (%)","NLIS_313100","Published","2010","Africa","Malawi","Male","
15.2
","15.2","","",""
"Children aged <5 years underweight (%)","NLIS_313100","Published","2010","Africa","Malawi","Female","
12.6
","12.6","","",""
"Children aged <5 years underweight (%)","NLIS_313100","Published","2010","Africa","Malawi","Both sexes","
13.8
","13.8","","",""
"Children aged <5 years underweight (%)","NLIS_311319","Published","1990","Western Pacific","Malaysia","Both sexes","
22.1
","22.1","","",""
"Children aged <5 years underweight (%)","NLIS_311319","Published","1991","Western Pacific","Malaysia","Both sexes","
23.1
","23.1","","",""
"Children aged <5 years underweight (%)","NLIS_311319","Published","1992","Western Pacific","Malaysia","Both sexes","
22.6
","22.6","","",""
"Children aged <5 years underweight (%)","NLIS_311319","Published","1993","Western Pacific","Malaysia","Both sexes","
20.5
","20.5","","",""
"Children aged <5 years underweight (%)","NLIS_311613","Published","1994","Western Pacific","Malaysia","Both sexes","
19.7
","19.7","","",""
"Children aged <5 years underweight (%)","NLIS_311613","Published","1995","Western Pacific","Malaysia","Both sexes","
17.7
","17.7","","",""
"Children aged <5 years underweight (%)","NLIS_312549","Published","1999","Western Pacific","Malaysia","Both sexes","
16.7
","16.7","","",""
"Children aged <5 years underweight (%)","NLIS_313083","Published","2006","Western Pacific","Malaysia","Both sexes","
12.9
","12.9","","",""
"Children aged <5 years underweight (%)","NLIS_313083","Published","2006","Western Pacific","Malaysia","Female","
12.7
","12.7","","",""
"Children aged <5 years underweight (%)","NLIS_313083","Published","2006","Western Pacific","Malaysia","Male","
13.2
","13.2","","",""
"Children aged <5 years underweight (%)","NLIS_311569","Published","1994","South-East Asia","Maldives","Female","
31.9
","31.9","","",""
"Children aged <5 years underweight (%)","NLIS_311569","Published","1994","South-East Asia","Maldives","Male","
33.2
","33.2","","",""
"Children aged <5 years underweight (%)","NLIS_311569","Published","1994","South-East Asia","Maldives","Both sexes","
32.5
","32.5","","",""
"Children aged <5 years underweight (%)","NLIS_311778","Published","1995","South-East Asia","Maldives","Both sexes","
39.0
","39","","",""
"Children aged <5 years underweight (%)","NLIS_311999","Published","1998","South-East Asia","Maldives","Male","
53.5
","53.5","","",""
"Children aged <5 years underweight (%)","NLIS_311999","Published","1998","South-East Asia","Maldives","Female","
31.2
","31.2","","",""
"Children aged <5 years underweight (%)","NLIS_311999","Published","1998","South-East Asia","Maldives","Both sexes","
41.5
","41.5","","",""
"Children aged <5 years underweight (%)","NLIS_312548","Published","2001","South-East Asia","Maldives","Both sexes","
25.7
","25.7","","",""
"Children aged <5 years underweight (%)","NLIS_312548","Published","2001","South-East Asia","Maldives","Male","
25.5
","25.5","","",""
"Children aged <5 years underweight (%)","NLIS_312548","Published","2001","South-East Asia","Maldives","Female","
26.0
","26","","",""
"Children aged <5 years underweight (%)","NLIS_313063","Published","2009","South-East Asia","Maldives","Female","
17.2
","17.2","","",""
"Children aged <5 years underweight (%)","NLIS_313063","Published","2009","South-East Asia","Maldives","Both sexes","
17.8
","17.8","","",""
"Children aged <5 years underweight (%)","NLIS_313063","Published","2009","South-East Asia","Maldives","Male","
18.4
","18.4","","",""
"Children aged <5 years underweight (%)","NLIS_310045","Published","1987","Africa","Mali","Female","
27.0
","27","","",""
"Children aged <5 years underweight (%)","NLIS_310045","Published","1987","Africa","Mali","Both sexes","
29.0
","29","","",""
"Children aged <5 years underweight (%)","NLIS_310045","Published","1987","Africa","Mali","Male","
30.9
","30.9","","",""
"Children aged <5 years underweight (%)","NLIS_311682","Published","1996","Africa","Mali","Female","
37.2
","37.2","","",""
"Children aged <5 years underweight (%)","NLIS_311831","Published","1996","Africa","Mali","Both sexes","
23.8
","23.8","","",""
"Children aged <5 years underweight (%)","NLIS_311682","Published","1996","Africa","Mali","Both sexes","
38.2
","38.2","","",""
"Children aged <5 years underweight (%)","NLIS_311682","Published","1996","Africa","Mali","Male","
39.2
","39.2","","",""
"Children aged <5 years underweight (%)","NLIS_312387","Published","2001","Africa","Mali","Both sexes","
30.1
","30.1","","",""
"Children aged <5 years underweight (%)","NLIS_312387","Published","2001","Africa","Mali","Male","
31.6
","31.6","","",""
"Children aged <5 years underweight (%)","NLIS_312387","Published","2001","Africa","Mali","Female","
28.5
","28.5","","",""
"Children aged <5 years underweight (%)","NLIS_312855","Published","2006","Africa","Mali","Both sexes","
27.9
","27.9","","",""
"Children aged <5 years underweight (%)","NLIS_312855","Published","2006","Africa","Mali","Male","
29.7
","29.7","","",""
"Children aged <5 years underweight (%)","NLIS_312855","Published","2006","Africa","Mali","Female","
26.0
","26","","",""
"Children aged <5 years underweight (%)","NLIS_310444","Published","1990","Africa","Mauritania","Both sexes","
43.3
","43.3","","",""
"Children aged <5 years underweight (%)","NLIS_310444","Published","1990","Africa","Mauritania","Male","
44.6
","44.6","","",""
"Children aged <5 years underweight (%)","NLIS_310444","Published","1990","Africa","Mauritania","Female","
42.1
","42.1","","",""
"Children aged <5 years underweight (%)","NLIS_311662","Published","1996","Africa","Mauritania","Both sexes","
20.3
","20.3","","",""
"Children aged <5 years underweight (%)","NLIS_312319","Published","2001","Africa","Mauritania","Both sexes","
30.4
","30.4","","",""
"Children aged <5 years underweight (%)","NLIS_312319","Published","2001","Africa","Mauritania","Female","
28.2
","28.2","","",""
"Children aged <5 years underweight (%)","NLIS_312319","Published","2001","Africa","Mauritania","Male","
32.7
","32.7","","",""
"Children aged <5 years underweight (%)","NLIS_312895","Published","2007","Africa","Mauritania","Both sexes","
23.2
","23.2","","",""
"Children aged <5 years underweight (%)","NLIS_312895","Published","2007","Africa","Mauritania","Female","
22.8
","22.8","","",""
"Children aged <5 years underweight (%)","NLIS_312895","Published","2007","Africa","Mauritania","Male","
23.6
","23.6","","",""
"Children aged <5 years underweight (%)","NLIS_312952","Published","2008","Africa","Mauritania","Both sexes","
15.9
","15.9","","",""
"Children aged <5 years underweight (%)","NLIS_312952","Published","2008","Africa","Mauritania","Female","
13.9
","13.9","","",""
"Children aged <5 years underweight (%)","NLIS_312952","Published","2008","Africa","Mauritania","Male","
17.8
","17.8","","",""
"Children aged <5 years underweight (%)","NLIS_310129","Published","1985","Africa","Mauritius","Both sexes","
21.1
","21.1","","",""
"Children aged <5 years underweight (%)","NLIS_311624","Published","1995","Africa","Mauritius","Both sexes","
13.0
","13","","",""
"Children aged <5 years underweight (%)","NLIS_310431","Published","1988","Americas","Mexico","Both sexes","
12.4
","12.4","","",""
"Children aged <5 years underweight (%)","NLIS_310430","Published","1989","Americas","Mexico","Both sexes","
13.9
","13.9","","",""
"Children aged <5 years underweight (%)","NLIS_310430","Published","1989","Americas","Mexico","Female","
13.1
","13.1","","",""
"Children aged <5 years underweight (%)","NLIS_310430","Published","1989","Americas","Mexico","Male","
14.6
","14.6","","",""
"Children aged <5 years underweight (%)","NLIS_312108","Published","1999","Americas","Mexico","Both sexes","
6.0
","6","","",""
"Children aged <5 years underweight (%)","NLIS_312108","Published","1999","Americas","Mexico","Female","
5.3
","5.3","","",""
"Children aged <5 years underweight (%)","NLIS_312108","Published","1999","Americas","Mexico","Male","
6.6
","6.6","","",""
"Children aged <5 years underweight (%)","NLIS_312786","Published","2006","Americas","Mexico","Both sexes","
3.4
","3.4","","",""
"Children aged <5 years underweight (%)","NLIS_312786","Published","2006","Americas","Mexico","Female","
2.6
","2.6","","",""
"Children aged <5 years underweight (%)","NLIS_312786","Published","2006","Americas","Mexico","Male","
4.3
","4.3","","",""
"Children aged <5 years underweight (%)","NLIS_310500","Published","1992","Western Pacific","Mongolia","Both sexes","
10.8
","10.8","","",""
"Children aged <5 years underweight (%)","NLIS_312017","Published","1999","Western Pacific","Mongolia","Male","
11.3
","11.3","","",""
"Children aged <5 years underweight (%)","NLIS_312017","Published","1999","Western Pacific","Mongolia","Female","
10.4
","10.4","","",""
"Children aged <5 years underweight (%)","NLIS_312017","Published","1999","Western Pacific","Mongolia","Both sexes","
10.8
","10.8","","",""
"Children aged <5 years underweight (%)","NLIS_312436","Published","2000","Western Pacific","Mongolia","Male","
12.6
","12.6","","",""
"Children aged <5 years underweight (%)","NLIS_312436","Published","2000","Western Pacific","Mongolia","Female","
10.6
","10.6","","",""
"Children aged <5 years underweight (%)","NLIS_312436","Published","2000","Western Pacific","Mongolia","Both sexes","
11.6
","11.6","","",""
"Children aged <5 years underweight (%)","NLIS_312755","Published","2004","Western Pacific","Mongolia","Male","
5.3
","5.3","","",""
"Children aged <5 years underweight (%)","NLIS_312755","Published","2004","Western Pacific","Mongolia","Both sexes","
4.8
","4.8","","",""
"Children aged <5 years underweight (%)","NLIS_312755","Published","2004","Western Pacific","Mongolia","Female","
4.2
","4.2","","",""
"Children aged <5 years underweight (%)","NLIS_312872","Published","2005","Western Pacific","Mongolia","Male","
5.3
","5.3","","",""
"Children aged <5 years underweight (%)","NLIS_312872","Published","2005","Western Pacific","Mongolia","Both sexes","
5.3
","5.3","","",""
"Children aged <5 years underweight (%)","NLIS_312872","Published","2005","Western Pacific","Mongolia","Female","
5.3
","5.3","","",""
"Children aged <5 years underweight (%)","NLIS_312853","Published","2006","Europe","Montenegro","Female","
1.6
","1.6","","",""
"Children aged <5 years underweight (%)","NLIS_312853","Published","2006","Europe","Montenegro","Both sexes","
2.2
","2.2","","",""
"Children aged <5 years underweight (%)","NLIS_312853","Published","2006","Europe","Montenegro","Male","
2.8
","2.8","","",""
"Children aged <5 years underweight (%)","NLIS_310441","Published","1987","Eastern Mediterranean","Morocco","Male","
12.5
","12.5","","",""
"Children aged <5 years underweight (%)","NLIS_310441","Published","1987","Eastern Mediterranean","Morocco","Both sexes","
12.7
","12.7","","",""
"Children aged <5 years underweight (%)","NLIS_310441","Published","1987","Eastern Mediterranean","Morocco","Female","
13.0
","13","","",""
"Children aged <5 years underweight (%)","NLIS_310561","Published","1992","Eastern Mediterranean","Morocco","Female","
7.7
","7.7","","",""
"Children aged <5 years underweight (%)","NLIS_310561","Published","1992","Eastern Mediterranean","Morocco","Male","
8.4
","8.4","","",""
"Children aged <5 years underweight (%)","NLIS_310561","Published","1992","Eastern Mediterranean","Morocco","Both sexes","
8.1
","8.1","","",""
"Children aged <5 years underweight (%)","NLIS_312523","Published","1997","Eastern Mediterranean","Morocco","Female","
7.2
","7.2","","",""
"Children aged <5 years underweight (%)","NLIS_312523","Published","1997","Eastern Mediterranean","Morocco","Both sexes","
7.7
","7.7","","",""
"Children aged <5 years underweight (%)","NLIS_312523","Published","1997","Eastern Mediterranean","Morocco","Male","
8.2
","8.2","","",""
"Children aged <5 years underweight (%)","NLIS_312690","Published","2004","Eastern Mediterranean","Morocco","Both sexes","
9.9
","9.9","","",""
"Children aged <5 years underweight (%)","NLIS_312690","Published","2004","Eastern Mediterranean","Morocco","Female","
9.2
","9.2","","",""
"Children aged <5 years underweight (%)","NLIS_312690","Published","2004","Eastern Mediterranean","Morocco","Male","
10.5
","10.5","","",""
"Children aged <5 years underweight (%)","NLIS_313115","Published","2011","Eastern Mediterranean","Morocco","Female","
3.1
","3.1","","",""
"Children aged <5 years underweight (%)","NLIS_313115","Published","2011","Eastern Mediterranean","Morocco","Both sexes","
3.1
","3.1","","",""
"Children aged <5 years underweight (%)","NLIS_313115","Published","2011","Eastern Mediterranean","Morocco","Male","
3.1
","3.1","","",""
"Children aged <5 years underweight (%)","NLIS_311696","Published","1995","Africa","Mozambique","Both sexes","
23.9
","23.9","","",""
"Children aged <5 years underweight (%)","NLIS_311853","Published","1997","Africa","Mozambique","Both sexes","
28.1
","28.1","","",""
"Children aged <5 years underweight (%)","NLIS_311853","Published","1997","Africa","Mozambique","Female","
25.3
","25.3","","",""
"Children aged <5 years underweight (%)","NLIS_311853","Published","1997","Africa","Mozambique","Male","
30.8
","30.8","","",""
"Children aged <5 years underweight (%)","NLIS_313089","Published","2001","Africa","Mozambique","Both sexes","
23.0
","23","","",""
"Children aged <5 years underweight (%)","NLIS_312691","Published","2003","Africa","Mozambique","Male","
22.6
","22.6","","",""
"Children aged <5 years underweight (%)","NLIS_312691","Published","2003","Africa","Mozambique","Both sexes","
21.2
","21.2","","",""
"Children aged <5 years underweight (%)","NLIS_312691","Published","2003","Africa","Mozambique","Female","
19.9
","19.9","","",""
"Children aged <5 years underweight (%)","NLIS_313095","Published","2008","Africa","Mozambique","Male","
20.6
","20.6","","",""
"Children aged <5 years underweight (%)","NLIS_313095","Published","2008","Africa","Mozambique","Female","
16.0
","16","","",""
"Children aged <5 years underweight (%)","NLIS_313095","Published","2008","Africa","Mozambique","Both sexes","
18.3
","18.3","","",""
"Children aged <5 years underweight (%)","NLIS_310298","Published","1985","South-East Asia","Myanmar","Both sexes","
34.1
","34.1","","",""
"Children aged <5 years underweight (%)","NLIS_310308","Published","1990","South-East Asia","Myanmar","Both sexes","
28.8
","28.8","","",""
"Children aged <5 years underweight (%)","NLIS_310653","Published","1991","South-East Asia","Myanmar","Both sexes","
32.8
","32.8","","",""
"Children aged <5 years underweight (%)","NLIS_311570","Published","1994","South-East Asia","Myanmar","Both sexes","
27.7
","27.7","","",""
"Children aged <5 years underweight (%)","NLIS_311661","Published","1995","South-East Asia","Myanmar","Both sexes","
38.7
","38.7","","",""
"Children aged <5 years underweight (%)","NLIS_312024","Published","1997","South-East Asia","Myanmar","Both sexes","
25.0
","25","","",""
"Children aged <5 years underweight (%)","NLIS_312654","Published","2000","South-East Asia","Myanmar","Female","
28.5
","28.5","","",""
"Children aged <5 years underweight (%)","NLIS_312654","Published","2000","South-East Asia","Myanmar","Male","
31.7
","31.7","","",""
"Children aged <5 years underweight (%)","NLIS_312654","Published","2000","South-East Asia","Myanmar","Both sexes","
30.1
","30.1","","",""
"Children aged <5 years underweight (%)","NLIS_312661","Published","2003","South-East Asia","Myanmar","Male","
31.1
","31.1","","",""
"Children aged <5 years underweight (%)","NLIS_312661","Published","2003","South-East Asia","Myanmar","Female","
28.2
","28.2","","",""
"Children aged <5 years underweight (%)","NLIS_312661","Published","2003","South-East Asia","Myanmar","Both sexes","
29.6
","29.6","","",""
"Children aged <5 years underweight (%)","NLIS_313123","Published","2010","South-East Asia","Myanmar","Both sexes","
22.6
","22.6","","",""
"Children aged <5 years underweight (%)","NLIS_313123","Published","2010","South-East Asia","Myanmar","Female","
22.1
","22.1","","",""
