"Indicator","Data Source","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_312568","Kenya","Female","2000","Africa","15.2","15.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312568","Kenya","Both sexes","2000","Africa","17.5","17.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312568","Kenya","Male","2000","Africa","19.6","19.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312590","Kenya","Female","2003","Africa","13.7","13.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312590","Kenya","Both sexes","2003","Africa","16.5","16.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312590","Kenya","Male","2003","Africa","19.3","19.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313101","Kenya","Both sexes","2006","Africa","18.4","18.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313020","Kenya","Female","2009","Africa","15.5","15.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313020","Kenya","Male","2009","Africa","17.3","17.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313020","Kenya","Both sexes","2009","Africa","16.4","16.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310973","Kiribati","Both sexes","1985","Western Pacific","11.3","11.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310254","Kuwait","Both sexes","1984","Eastern Mediterranean","5.6","5.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311859","Kuwait","Both sexes","1995","Eastern Mediterranean","9.2","9.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311840","Kuwait","Both sexes","1997","Eastern Mediterranean","1.5","1.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Female","2001","Eastern Mediterranean","1.9","1.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Male","2001","Eastern Mediterranean","2.5","2.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Both sexes","2001","Eastern Mediterranean","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Male","2002","Eastern Mediterranean","2.6","2.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Female","2002","Eastern Mediterranean","1.5","1.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Both sexes","2002","Eastern Mediterranean","2.1","2.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Female","2003","Eastern Mediterranean","1.9","1.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Male","2003","Eastern Mediterranean","2.8","2.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Both sexes","2003","Eastern Mediterranean","2.3","2.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Both sexes","2004","Eastern Mediterranean","2.8","2.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Male","2004","Eastern Mediterranean","2.9","2.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Female","2004","Eastern Mediterranean","2.7","2.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Male","2005","Eastern Mediterranean","2.9","2.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Female","2005","Eastern Mediterranean","2.4","2.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313010","Kuwait","Both sexes","2005","Eastern Mediterranean","2.7","2.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Both sexes","2006","Eastern Mediterranean","2.7","2.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Female","2006","Eastern Mediterranean","3.4","3.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Male","2006","Eastern Mediterranean","2.1","2.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Female","2007","Eastern Mediterranean","2.7","2.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Male","2007","Eastern Mediterranean","3.1","3.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Both sexes","2007","Eastern Mediterranean","2.9","2.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Male","2008","Eastern Mediterranean","2.8","2.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Female","2008","Eastern Mediterranean","1.8","1.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Both sexes","2008","Eastern Mediterranean","2.3","2.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Female","2009","Eastern Mediterranean","1.5","1.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Both sexes","2009","Eastern Mediterranean","1.7","1.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313048","Kuwait","Male","2009","Eastern Mediterranean","2.0","2.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311841","Kyrgyzstan","Both sexes","1997","Europe","8.2","8.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311841","Kyrgyzstan","Male","1997","Europe","10.7","10.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311841","Kyrgyzstan","Female","1997","Europe","5.6","5.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312827","Kyrgyzstan","Male","2006","Europe","2.9","2.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312827","Kyrgyzstan","Female","2006","Europe","2.5","2.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312827","Kyrgyzstan","Both sexes","2006","Europe","2.7","2.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311522","Lao People's Democratic Republic","Both sexes","1993","Western Pacific","39.8","39.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311249","Lao People's Democratic Republic","Both sexes","1994","Western Pacific","35.9","35.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312355","Lao People's Democratic Republic","Male","2000","Western Pacific","38.4","38.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312355","Lao People's Democratic Republic","Both sexes","2000","Western Pacific","36.4","36.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312355","Lao People's Democratic Republic","Female","2000","Western Pacific","34.5","34.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312921","Lao People's Democratic Republic","Male","2006","Western Pacific","32.5","32.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312921","Lao People's Democratic Republic","Female","2006","Western Pacific","30.6","30.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312921","Lao People's Democratic Republic","Both sexes","2006","Western Pacific","31.6","31.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311660","Lebanon","Female","1996","Eastern Mediterranean","3.3","3.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311660","Lebanon","Both sexes","1996","Eastern Mediterranean","3.5","3.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311660","Lebanon","Male","1996","Eastern Mediterranean","3.8","3.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312913","Lebanon","Female","2004","Eastern Mediterranean","2.8","2.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312913","Lebanon","Male","2004","Eastern Mediterranean","5.4","5.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312913","Lebanon","Both sexes","2004","Eastern Mediterranean","4.2","4.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310101","Lesotho","Both sexes","1976","Africa","15.2","15.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311313","Lesotho","Both sexes","1992","Africa","13.8","13.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311524","Lesotho","Both sexes","1993","Africa","18.9","18.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312366","Lesotho","Male","2000","Africa","17.4","17.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312366","Lesotho","Both sexes","2000","Africa","15.0","15.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312366","Lesotho","Female","2000","Africa","12.6","12.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312798","Lesotho","Male","2005","Africa","17.3","17.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312798","Lesotho","Both sexes","2005","Africa","16.6","16.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312798","Lesotho","Female","2005","Africa","15.9","15.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313098","Lesotho","Male","2010","Africa","16.0","16.00000","","",""
"Children aged <5 years underweight (%)","NLIS_313098","Lesotho","Both sexes","2010","Africa","13.5","13.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313098","Lesotho","Female","2010","Africa","11.1","11.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310005","Liberia","Both sexes","1976","Africa","17.8","17.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312437","Liberia","Both sexes","2000","Africa","22.8","22.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312437","Liberia","Female","2000","Africa","17.7","17.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312437","Liberia","Male","2000","Africa","27.6","27.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312873","Liberia","Female","2007","Africa","18.7","18.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312873","Liberia","Both sexes","2007","Africa","20.4","20.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312873","Liberia","Male","2007","Africa","21.9","21.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312858","Libya","Both sexes","1995","Eastern Mediterranean","4.3","4.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311605","Libya","Male","1995","Eastern Mediterranean","4.6","4.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311605","Libya","Both sexes","1995","Eastern Mediterranean","4.2","4.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311605","Libya","Female","1995","Eastern Mediterranean","3.8","3.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312923","Libya","Male","2007","Eastern Mediterranean","6.3","6.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312923","Libya","Both sexes","2007","Eastern Mediterranean","5.6","5.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312923","Libya","Female","2007","Eastern Mediterranean","4.8","4.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310119","Madagascar","Both sexes","1984","Africa","29.7","29.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310878","Madagascar","Both sexes","1992","Africa","35.5","35.50000","","",""
"Children aged <5 years underweight (%)","NLIS_310878","Madagascar","Male","1992","Africa","38.3","38.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310878","Madagascar","Female","1992","Africa","32.6","32.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311583","Madagascar","Both sexes","1994","Africa","40.9","40.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311611","Madagascar","Both sexes","1995","Africa","30.4","30.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311864","Madagascar","Male","1997","Africa","39.8","39.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311864","Madagascar","Female","1997","Africa","31.1","31.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311864","Madagascar","Both sexes","1997","Africa","35.5","35.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312673","Madagascar","Female","2004","Africa","34.5","34.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312673","Madagascar","Both sexes","2004","Africa","36.8","36.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312673","Madagascar","Male","2004","Africa","39.2","39.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310107","Malawi","Both sexes","1981","Africa","21.1","21.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311409","Malawi","Female","1992","Africa","22.4","22.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311409","Malawi","Male","1992","Africa","26.3","26.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311409","Malawi","Both sexes","1992","Africa","24.4","24.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311700","Malawi","Both sexes","1995","Africa","26.5","26.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312455","Malawi","Both sexes","1998","Africa","26.3","26.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312277","Malawi","Male","2000","Africa","23.0","23.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312277","Malawi","Both sexes","2000","Africa","21.5","21.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312277","Malawi","Female","2000","Africa","20.1","20.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312763","Malawi","Female","2005","Africa","17.2","17.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312763","Malawi","Male","2005","Africa","19.7","19.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312763","Malawi","Both sexes","2005","Africa","18.4","18.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312890","Malawi","Male","2006","Africa","17.2","17.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312890","Malawi","Female","2006","Africa","13.9","13.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312890","Malawi","Both sexes","2006","Africa","15.5","15.50000","","",""
"Children aged <5 years underweight (%)","NLIS_313099","Malawi","Both sexes","2009","Africa","12.1","12.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313099","Malawi","Male","2009","Africa","12.9","12.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313099","Malawi","Female","2009","Africa","11.3","11.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313100","Malawi","Female","2010","Africa","12.6","12.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313100","Malawi","Male","2010","Africa","15.2","15.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313100","Malawi","Both sexes","2010","Africa","13.8","13.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311319","Malaysia","Both sexes","1990","Western Pacific","22.1","22.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311319","Malaysia","Both sexes","1991","Western Pacific","23.1","23.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311319","Malaysia","Both sexes","1992","Western Pacific","22.6","22.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311319","Malaysia","Both sexes","1993","Western Pacific","20.5","20.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311613","Malaysia","Both sexes","1994","Western Pacific","19.7","19.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311613","Malaysia","Both sexes","1995","Western Pacific","17.7","17.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312549","Malaysia","Both sexes","1999","Western Pacific","16.7","16.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313083","Malaysia","Both sexes","2006","Western Pacific","12.9","12.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313083","Malaysia","Male","2006","Western Pacific","13.2","13.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313083","Malaysia","Female","2006","Western Pacific","12.7","12.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311569","Maldives","Both sexes","1994","South-East Asia","32.5","32.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311569","Maldives","Female","1994","South-East Asia","31.9","31.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311569","Maldives","Male","1994","South-East Asia","33.2","33.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311778","Maldives","Both sexes","1995","South-East Asia","39.0","39.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311999","Maldives","Male","1998","South-East Asia","53.5","53.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311999","Maldives","Female","1998","South-East Asia","31.2","31.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311999","Maldives","Both sexes","1998","South-East Asia","41.5","41.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312548","Maldives","Both sexes","2001","South-East Asia","25.7","25.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312548","Maldives","Male","2001","South-East Asia","25.5","25.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312548","Maldives","Female","2001","South-East Asia","26.0","26.00000","","",""
"Children aged <5 years underweight (%)","NLIS_313063","Maldives","Both sexes","2009","South-East Asia","17.8","17.80000","","",""
"Children aged <5 years underweight (%)","NLIS_313063","Maldives","Male","2009","South-East Asia","18.4","18.40000","","",""
"Children aged <5 years underweight (%)","NLIS_313063","Maldives","Female","2009","South-East Asia","17.2","17.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310045","Mali","Female","1987","Africa","27.0","27.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310045","Mali","Both sexes","1987","Africa","29.0","29.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310045","Mali","Male","1987","Africa","30.9","30.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311682","Mali","Male","1996","Africa","39.2","39.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311682","Mali","Female","1996","Africa","37.2","37.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311831","Mali","Both sexes","1996","Africa","23.8","23.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311682","Mali","Both sexes","1996","Africa","38.2","38.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312387","Mali","Female","2001","Africa","28.5","28.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312387","Mali","Both sexes","2001","Africa","30.1","30.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312387","Mali","Male","2001","Africa","31.6","31.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312855","Mali","Male","2006","Africa","29.7","29.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312855","Mali","Female","2006","Africa","26.0","26.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312855","Mali","Both sexes","2006","Africa","27.9","27.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310444","Mauritania","Male","1990","Africa","44.6","44.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310444","Mauritania","Both sexes","1990","Africa","43.3","43.30000","","",""
"Children aged <5 years underweight (%)","NLIS_310444","Mauritania","Female","1990","Africa","42.1","42.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311662","Mauritania","Both sexes","1996","Africa","20.3","20.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312319","Mauritania","Male","2001","Africa","32.7","32.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312319","Mauritania","Female","2001","Africa","28.2","28.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312319","Mauritania","Both sexes","2001","Africa","30.4","30.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312895","Mauritania","Both sexes","2007","Africa","23.2","23.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312895","Mauritania","Female","2007","Africa","22.8","22.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312895","Mauritania","Male","2007","Africa","23.6","23.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312952","Mauritania","Male","2008","Africa","17.8","17.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312952","Mauritania","Female","2008","Africa","13.9","13.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312952","Mauritania","Both sexes","2008","Africa","15.9","15.90000","","",""
"Children aged <5 years underweight (%)","NLIS_310129","Mauritius","Both sexes","1985","Africa","21.1","21.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311624","Mauritius","Both sexes","1995","Africa","13.0","13.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310431","Mexico","Both sexes","1988","Americas","12.4","12.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310430","Mexico","Female","1989","Americas","13.1","13.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310430","Mexico","Male","1989","Americas","14.6","14.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310430","Mexico","Both sexes","1989","Americas","13.9","13.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312108","Mexico","Both sexes","1999","Americas","6.0","6.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312108","Mexico","Female","1999","Americas","5.3","5.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312108","Mexico","Male","1999","Americas","6.6","6.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312786","Mexico","Male","2006","Americas","4.3","4.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312786","Mexico","Both sexes","2006","Americas","3.4","3.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312786","Mexico","Female","2006","Americas","2.6","2.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310500","Mongolia","Both sexes","1992","Western Pacific","10.8","10.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312017","Mongolia","Female","1999","Western Pacific","10.4","10.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312017","Mongolia","Male","1999","Western Pacific","11.3","11.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312017","Mongolia","Both sexes","1999","Western Pacific","10.8","10.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312436","Mongolia","Female","2000","Western Pacific","10.6","10.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312436","Mongolia","Both sexes","2000","Western Pacific","11.6","11.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312436","Mongolia","Male","2000","Western Pacific","12.6","12.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312755","Mongolia","Male","2004","Western Pacific","5.3","5.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312755","Mongolia","Female","2004","Western Pacific","4.2","4.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312755","Mongolia","Both sexes","2004","Western Pacific","4.8","4.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312872","Mongolia","Male","2005","Western Pacific","5.3","5.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312872","Mongolia","Both sexes","2005","Western Pacific","5.3","5.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312872","Mongolia","Female","2005","Western Pacific","5.3","5.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312853","Montenegro","Both sexes","2006","Europe","2.2","2.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312853","Montenegro","Female","2006","Europe","1.6","1.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312853","Montenegro","Male","2006","Europe","2.8","2.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310441","Morocco","Both sexes","1987","Eastern Mediterranean","12.7","12.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310441","Morocco","Male","1987","Eastern Mediterranean","12.5","12.50000","","",""
"Children aged <5 years underweight (%)","NLIS_310441","Morocco","Female","1987","Eastern Mediterranean","13.0","13.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310561","Morocco","Both sexes","1992","Eastern Mediterranean","8.1","8.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310561","Morocco","Male","1992","Eastern Mediterranean","8.4","8.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310561","Morocco","Female","1992","Eastern Mediterranean","7.7","7.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312523","Morocco","Female","1997","Eastern Mediterranean","7.2","7.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312523","Morocco","Male","1997","Eastern Mediterranean","8.2","8.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312523","Morocco","Both sexes","1997","Eastern Mediterranean","7.7","7.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312690","Morocco","Both sexes","2004","Eastern Mediterranean","9.9","9.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312690","Morocco","Male","2004","Eastern Mediterranean","10.5","10.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312690","Morocco","Female","2004","Eastern Mediterranean","9.2","9.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313115","Morocco","Both sexes","2011","Eastern Mediterranean","3.1","3.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313115","Morocco","Male","2011","Eastern Mediterranean","3.1","3.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313115","Morocco","Female","2011","Eastern Mediterranean","3.1","3.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311696","Mozambique","Both sexes","1995","Africa","23.9","23.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311853","Mozambique","Male","1997","Africa","30.8","30.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311853","Mozambique","Female","1997","Africa","25.3","25.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311853","Mozambique","Both sexes","1997","Africa","28.1","28.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313089","Mozambique","Both sexes","2001","Africa","23.0","23.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312691","Mozambique","Female","2003","Africa","19.9","19.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312691","Mozambique","Male","2003","Africa","22.6","22.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312691","Mozambique","Both sexes","2003","Africa","21.2","21.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313095","Mozambique","Female","2008","Africa","16.0","16.00000","","",""
"Children aged <5 years underweight (%)","NLIS_313095","Mozambique","Both sexes","2008","Africa","18.3","18.30000","","",""
"Children aged <5 years underweight (%)","NLIS_313095","Mozambique","Male","2008","Africa","20.6","20.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310298","Myanmar","Both sexes","1985","South-East Asia","34.1","34.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310308","Myanmar","Both sexes","1990","South-East Asia","28.8","28.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310653","Myanmar","Both sexes","1991","South-East Asia","32.8","32.80000","","",""
"Children aged <5 years underweight (%)","NLIS_311570","Myanmar","Both sexes","1994","South-East Asia","27.7","27.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311661","Myanmar","Both sexes","1995","South-East Asia","38.7","38.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312024","Myanmar","Both sexes","1997","South-East Asia","25.0","25.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312654","Myanmar","Male","2000","South-East Asia","31.7","31.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312654","Myanmar","Female","2000","South-East Asia","28.5","28.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312654","Myanmar","Both sexes","2000","South-East Asia","30.1","30.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312661","Myanmar","Both sexes","2003","South-East Asia","29.6","29.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312661","Myanmar","Female","2003","South-East Asia","28.2","28.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312661","Myanmar","Male","2003","South-East Asia","31.1","31.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313123","Myanmar","Male","2010","South-East Asia","23.0","23.00000","","",""
"Children aged <5 years underweight (%)","NLIS_313123","Myanmar","Female","2010","South-East Asia","22.1","22.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313123","Myanmar","Both sexes","2010","South-East Asia","22.6","22.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310471","Namibia","Male","1992","Africa","23.4","23.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310471","Namibia","Both sexes","1992","Africa","21.5","21.50000","","",""
"Children aged <5 years underweight (%)","NLIS_310471","Namibia","Female","1992","Africa","19.7","19.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312557","Namibia","Female","2000","Africa","19.4","19.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312557","Namibia","Male","2000","Africa","21.2","21.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312557","Namibia","Both sexes","2000","Africa","20.3","20.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312874","Namibia","Male","2007","Africa","18.5","18.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312874","Namibia","Female","2007","Africa","16.5","16.50000","","",""
